"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002758","innate immune response-activating signaling pathway","8/219","244/28891",0.000577885601384108,0.0348416860501169,0.0291984303857234,"16803/19280/223752/22031/66873/16523/117149/14283",8
"GO:0021766","hippocampus development","5/219","89/28891",0.000591908121581407,0.0349588184460529,0.0292965910230625,"19280/14168/56637/16795/30928",5
"GO:1901888","regulation of cell junction assembly","8/219","246/28891",0.000609598584067378,0.0352835660458199,0.0295687397408682,"105689/72349/19280/56637/14735/83814/13844/13048",8
"GO:0003015","heart process","8/219","252/28891",0.000713267435547955,0.0404744305583487,0.0339188477090297,"14168/26397/83814/16511/16523/70729/20510/20855",8
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","9/219","317/28891",0.00074648922389103,0.0415449964219354,0.0348160156243913,"16846/27280/54612/12305/56637/74769/14538/19713/19401",9
"GO:0099625","ventricular cardiac muscle cell membrane repolarization","3/219","24/28891",0.000773072757116563,0.0422126897942516,0.0353755637020171,"16511/16523/70729",3
"GO:0001558","regulation of cell growth","11/219","459/28891",0.000813824561182893,0.0425033831495511,0.0356191738902869,"56177/13043/19280/12305/14168/56637/73379/83814/22401/19207/107250",11
"GO:0009991","response to extracellular stimulus","11/219","460/28891",0.000828324591193817,0.0425033831495511,0.0356191738902869,"16846/22628/72759/16403/20519/235041/52639/110948/16835/241113/14283",11
"GO:0051963","regulation of synapse assembly","6/219","144/28891",0.000828334110699894,0.0425033831495511,0.0356191738902869,"105689/19280/56637/14735/13844/13048",6
"GO:0046578","regulation of Ras protein signal transduction","7/219","199/28891",0.000843586883371997,0.0425033831495511,0.0356191738902869,"235041/74769/114713/243362/102442/13844/330863",7
"GO:0022411","cellular component disassembly","11/219","462/28891",0.000857968431346902,0.0425033831495511,0.0356191738902869,"23794/72349/13043/12305/17754/14168/56637/18003/52639/72685/237891",11
"GO:0038066","p38MAPK cascade","4/219","56/28891",0.000866516795377857,0.0425033831495511,0.0356191738902869,"16846/26397/65964/16523",4
"GO:0032757","positive regulation of interleukin-8 production","4/219","58/28891",0.000989203855672945,0.0477125993052917,0.0399846611135169,"16846/16803/117149/18126",4
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","8/219","266/28891",0.00101092257644201,0.0479608186266093,0.0401926767234234,"16846/27280/54612/12305/74769/14538/19713/19401",8
"GO:0070252","actin-mediated cell contraction","5/219","101/28891",0.00104975100883783,0.0479810143350707,0.0402096013632572,"14168/83814/16511/16523/20855",5
"GO:0061001","regulation of dendritic spine morphogenesis","4/219","59/28891",0.00105490622860261,0.0479810143350707,0.0402096013632572,"77097/13844/103967/13048",4
"GO:0098739","import across plasma membrane","7/219","207/28891",0.00106108670264151,0.0479810143350707,0.0402096013632572,"16516/16511/16523/211480/170441/55963/20510",7
